time,open,high,low,close,"DE05Y, TVC: Open","DE05Y, TVC: High","DE05Y, TVC: Low","DE05Y, TVC: Close","DE30Y, TVC: Open","DE30Y, TVC: High","DE30Y, TVC: Low","DE30Y, TVC: Close","DE10Y, TVC: Open","DE10Y, TVC: High","DE10Y, TVC: Low","DE10Y, TVC: Close",Volume,Volume MA,SMA1,SMA2,SMA3,SMA4
590655600,1249.6801,1261.87,1241.7,1252.58,5.99800014,6.02699995,5.954,5.954,NaN,NaN,NaN,NaN,6.58900023,6.60300016,6.54500008,6.55900002,NaN,NaN,1186.6390099999983,1099.5713971999985,1244.663698600001,1215.8218497000003
591264000,1255.17,1258.54,1239.16,1252.6801,5.96799994,6.0250001,5.96799994,5.98099995,NaN,NaN,NaN,NaN,6.58099985,6.60900021,6.55800009,6.55800009,NaN,NaN,1196.530019999998,1095.4549991999984,1242.9274996000008,1218.0297503000002
591868800,1241.8101,1269.65,1240,1269.36,6.00600004,6.01599979,5.99800014,5.99800014,NaN,NaN,NaN,NaN,6.52600002,6.5539999,6.52600002,6.53200006,NaN,NaN,1205.2940199999982,1094.9881991999985,1241.322099600001,1220.3175503500001
592473600,1283,1291.1801,1254.23,1289.5601,5.93499994,5.94399977,5.88399982,5.88399982,NaN,NaN,NaN,NaN,6.454,6.46799994,6.38600016,6.38600016,NaN,NaN,1214.5120299999985,1097.2314011999986,1240.129700600001,1222.75535085
593078400,1282.23,1312.03,1282.23,1289.72,5.87799978,5.89300013,5.78000021,5.78000021,NaN,NaN,NaN,NaN,6.38600016,6.3920002,6.34299994,6.34899998,NaN,NaN,1226.1280199999983,1101.6778011999986,1238.6769006000009,1225.1179508
593683200,1288.4301,1320.21,1280.65,1314.98,5.80299997,5.80299997,5.66400003,5.66400003,NaN,NaN,NaN,NaN,6.36299992,6.36299992,6.26499987,6.26499987,NaN,NaN,1240.5480199999981,1106.4594011999986,1237.163700600001,1227.5883507
594288000,1309.54,1311.95,1275.3101,1285.02,5.66200018,5.66200018,5.53999996,5.53999996,NaN,NaN,NaN,NaN,6.24300003,6.27099991,6.24100018,6.24100018,NaN,NaN,1253.2850199999982,1111.6138011999983,1235.374900600001,1229.8904508
594892800,1270.36,1290.42,1251.25,1252.1801,5.59399986,5.62300014,5.55100012,5.62300014,NaN,NaN,NaN,NaN,6.32800007,6.36800003,6.30499983,6.36800003,NaN,NaN,1262.7740299999982,1115.6054031999984,1233.454701600001,1231.9553512500001
595497600,1254.64,1280.42,1252.47,1277.55,5.63500023,5.65799999,5.63399982,5.65700006,NaN,NaN,NaN,NaN,6.36100006,6.38100004,6.36100006,6.37400007,NaN,NaN,1271.8680299999983,1121.0864031999984,1231.948201600001,1234.09260135
596102400,1285.6801,1287.65,1273.46,1275.41,5.6329999,5.69199991,5.6329999,5.69199991,NaN,NaN,NaN,NaN,6.34499979,6.35900021,6.34499979,6.3579998,NaN,NaN,1275.9040299999983,1126.2486031999986,1230.346301600001,1236.3081514
596707200,1266.0601,1283.13,1257.8101,1275.78,5.83199978,5.83199978,5.79099989,5.81400013,NaN,NaN,NaN,NaN,6.43599987,6.44299984,6.41699982,6.42299986,NaN,NaN,1278.2240299999983,1131.1662031999983,1228.972101600001,1238.5125513
597312000,1273.95,1304.74,1272.97,1301.4301,5.90100002,5.94299984,5.79899979,5.94299984,NaN,NaN,NaN,NaN,6.47300005,6.50099993,6.42999983,6.50099993,NaN,NaN,1283.0990299999983,1136.1988051999983,1228.499402600001,1240.7922018
597916800,1296.5,1299.6,1280.73,1296.3101,6.03999996,6.03999996,5.94199991,5.94199991,NaN,NaN,NaN,NaN,6.53599977,6.53599977,6.49300003,6.49300003,NaN,NaN,1285.7940399999984,1142.1250071999984,1227.8945036000011,1243.0092522
598521600,1309.99,1336.77,1306.46,1328.46,5.94099998,5.95200014,5.91300011,5.95100021,NaN,NaN,NaN,NaN,6.49300003,6.50600004,6.47100019,6.50600004,NaN,NaN,1289.6840299999983,1148.1886071999984,1227.701103600001,1245.3695521
599126400,1341.01,1343.8101,1327.87,1327.87,5.95100021,5.98000002,5.94999981,5.98000002,NaN,NaN,NaN,NaN,6.50600004,6.55900002,6.50600004,6.55900002,NaN,NaN,1293.4990299999986,1155.5830067999984,1228.034803600001,1247.65790205
599731200,1322.9,1376.64,1322.3,1359.98,6.06400013,6.16099977,6.06400013,6.16099977,NaN,NaN,NaN,NaN,6.52799988,6.56400013,6.52799988,6.54199982,NaN,NaN,1297.9990299999986,1163.3548065999985,1229.127603600001,1250.066802
600336000,1372.15,1372.36,1344.63,1353.25,6.21199989,6.22399998,6.1869998,6.1869998,NaN,NaN,NaN,NaN,6.54500008,6.59299994,6.54500008,6.59299994,NaN,NaN,1304.8220299999984,1171.7084063999982,1229.885103600001,1252.3875521
600940800,1348.86,1350.5601,1315.48,1323.14,6.14900017,6.23799992,6.14900017,6.22599983,NaN,NaN,NaN,NaN,6.56899977,6.61199999,6.56599998,6.56599998,NaN,NaN,1311.9180199999985,1178.5620059999983,1230.4625036000011,1254.5542521500001
601545600,1309.46,1347.9301,1309.1,1343.58,6.26399994,6.329,6.25099993,6.329,NaN,NaN,NaN,NaN,6.56599998,6.6420002,6.56500006,6.6420002,NaN,NaN,1318.5210199999985,1184.7740059999983,1231.4543036000011,1256.97765205
602150400,1343.73,1344.1,1299.87,1326.36,6.39699984,6.52699995,6.38500023,6.51499987,NaN,NaN,NaN,NaN,6.56699991,6.67600012,6.56699991,6.67600012,NaN,NaN,1323.6160199999986,1190.2842059999984,1232.0899036000012,1259.25995195
602755200,1329.6,1360.15,1325.92,1353.22,6.59399986,6.62099981,6.58199978,6.58199978,NaN,NaN,NaN,NaN,6.67600012,6.7249999,6.67600012,6.70300007,NaN,NaN,1331.3600199999985,1195.7948079999985,1233.191103600001,1261.64105195
603360000,1335.24,1338.65,1312.89,1315.09,6.67399979,6.80900002,6.67399979,6.76900005,NaN,NaN,NaN,NaN,6.74499989,6.77400017,6.74499989,6.76599979,NaN,NaN,1332.7260099999985,1200.5574079999983,1234.381003600001,1263.78450185
603964800,1322.9301,1323.0601,1269.61,1288.04,6.76999998,7.01300001,6.76999998,7,NaN,NaN,NaN,NaN,6.77299976,6.9460001,6.77299976,6.9369998,NaN,NaN,1331.8989999999985,1204.8254079999983,1234.193403600001,1265.80770175
604569600,1269.63,1327.71,1268.6801,1325.8101,6.9920001,7.01599979,6.89499998,6.89499998,NaN,NaN,NaN,NaN,6.95499992,6.95499992,6.89799976,6.89799976,NaN,NaN,1331.6340099999986,1208.9002119999984,1234.098504600001,1268.06925225
605174400,1329.5601,1339,1311.83,1318.51,6.82399988,6.91699982,6.77600002,6.91699982,NaN,NaN,NaN,NaN,6.83300018,6.87200022,6.82499981,6.85500002,NaN,NaN,1330.6980099999987,1214.0394119999985,1234.3036046000009,1270.21480215
605779200,1308.39,1335.9,1306.55,1322.6801,7.01200008,7.01200008,6.85500002,6.85500002,NaN,NaN,NaN,NaN,6.93100023,6.9380002,6.84399986,6.84399986,NaN,NaN,1326.9680199999987,1219.2296139999985,1234.2974056000007,1272.3167027
606384000,1301.4301,1309.41,1298.96,1306.77,6.94999981,6.99700022,6.90799999,6.90799999,NaN,NaN,NaN,NaN,6.94399977,6.96000004,6.91400003,6.91400003,NaN,NaN,1322.3200199999987,1223.8366139999985,1234.2131056000007,1274.19405275
606985200,1308.22,1322.9,1306.04,1322.63,6.90799999,6.95699978,6.90799999,6.95699978,NaN,NaN,NaN,NaN,6.91400003,6.94700003,6.91400003,6.94700003,NaN,NaN,1322.2690199999986,1228.8284139999982,1234.3584056000009,1276.05420285
607590000,1340.76,1352.12,1334.17,1348.02,6.92000008,6.92000008,6.90399981,6.90399981,NaN,NaN,NaN,NaN,6.90199995,6.90199995,6.85300016,6.86600018,NaN,NaN,1322.7130199999988,1234.4082139999982,1234.5886056000008,1277.94680285
608194800,1353.9,1401.1801,1350.77,1384.03,6.90299988,6.91300011,6.83799982,6.88600016,NaN,NaN,NaN,NaN,6.875,6.875,6.83699989,6.87200022,NaN,NaN,1328.4800199999986,1240.9996139999982,1235.3209056000007,1280.0434527999998
608799600,1399.83,1399.99,1374.17,1376.21,6.86100006,6.89300013,6.84499979,6.89300013,NaN,NaN,NaN,NaN,6.83599997,6.8499999,6.78700018,6.81500006,NaN,NaN,1330.7790199999986,1247.7744139999982,1236.2500056000008,1281.8370028
609404400,1376.65,1379.17,1365.27,1370.9,6.88000011,6.89900017,6.87799978,6.88600016,NaN,NaN,NaN,NaN,6.77899981,6.829,6.77899981,6.80700016,NaN,NaN,1336.3600199999987,1254.8356139999983,1236.7950056000009,1283.5990027999999
610009200,1360.65,1381.0601,1358.98,1380.46,6.88600016,6.921,6.88600016,6.91800022,NaN,NaN,NaN,NaN,6.80700016,6.87699986,6.80700016,6.87699986,NaN,NaN,1345.6020199999984,1262.2574139999983,1237.517605600001,1285.1268028
610614000,1381.55,1381.63,1347.73,1347.84,6.91800022,7.02299976,6.91800022,7.02299976,NaN,NaN,NaN,NaN,6.89099979,6.95499992,6.89099979,6.95499992,NaN,NaN,1347.8050099999984,1268.102815999998,1237.864005600001,1286.7670028
611218800,1342.1801,1354.61,1336.2,1350.41,7.02299976,7.15600014,7.02199984,7.14300013,NaN,NaN,NaN,NaN,6.95499992,7.00199986,6.95499992,6.97700024,NaN,NaN,1350.9950099999983,1273.0660159999982,1237.5911056000011,1288.3735528
611823600,1352.5601,1377.1801,1345,1375.9301,7.19199991,7.19199991,7.15100002,7.15100002,NaN,NaN,NaN,NaN,7.00899982,7.00899982,6.9460001,6.96099997,NaN,NaN,1356.3200099999983,1278.2016179999982,1237.264406600001,1290.2102032999999
612428400,1373.65,1423.4301,1371.97,1419.71,7.1500001,7.15500021,7.10599995,7.10599995,NaN,NaN,NaN,NaN,6.98899984,6.9920001,6.91400003,6.91400003,NaN,NaN,1367.6140099999982,1284.2188179999982,1237.268506600001,1292.2182532999998
613033200,1424,1444.98,1408.72,1437.29,7.03399992,7.06899977,6.98400021,6.98400021,NaN,NaN,NaN,NaN,6.8499999,6.87799978,6.8210001,6.8210001,NaN,NaN,1379.0800099999983,1290.0946179999983,1237.4434066000008,1294.2742032999997
613638000,1438.37,1438.41,1423.73,1426.54,6.98400021,6.98400021,6.82800007,6.82800007,NaN,NaN,NaN,NaN,6.78599977,6.78599977,6.67799997,6.67799997,NaN,NaN,1386.9320099999982,1295.3550179999982,1236.9828066000007,1296.2554033
614242800,1449.65,1493.64,1440.55,1491.2,6.85099983,6.89300013,6.83799982,6.89300013,NaN,NaN,NaN,NaN,6.71299982,6.71299982,6.67000008,6.71199989,NaN,NaN,1397.6490099999983,1301.2286179999983,1237.2978066000007,1298.5279033
614847600,1490.64,1497.25,1473.6801,1473.72,6.8920002,6.93499994,6.8920002,6.93400002,NaN,NaN,NaN,NaN,6.71199989,6.7329998,6.70300007,6.70300007,NaN,NaN,1407.4000099999982,1306.8804179999981,1236.9300066000008,1300.4880033
615452400,1477.46,1515.76,1476.59,1510.63,6.93300009,6.93300009,6.88000011,6.88000011,NaN,NaN,NaN,NaN,6.65999985,6.66599989,6.63899994,6.66599989,NaN,NaN,1421.3730099999984,1314.017617999998,1236.4413066000009,1302.5571533
616057200,1520.8101,1531.58,1501.3101,1530.46,6.83099985,6.83099985,6.75400019,6.75400019,NaN,NaN,NaN,NaN,6.63100004,6.64499998,6.62300014,6.63700008,NaN,NaN,1436.3730099999987,1320.9924179999982,1236.1149066000007,1304.6844532999999
616662000,1536.97,1555.5601,1512.61,1555.4,6.78900003,6.8119998,6.78299999,6.78299999,NaN,NaN,NaN,NaN,6.67199993,6.69999981,6.65700006,6.65700006,NaN,NaN,1457.1290099999985,1328.152817999998,1236.2019066000007,1306.7919533
617266800,1562.76,1575.78,1543.1,1553.27,6.79400015,6.79400015,6.7420001,6.74599981,NaN,NaN,NaN,NaN,6.68499994,6.68499994,6.62699986,6.63700008,NaN,NaN,1477.4150099999986,1335.747015999998,1236.3326066000009,1308.9238033
617871600,1545.1801,1597.88,1545.08,1590.3,6.72100019,6.72100019,6.67500019,6.69700003,NaN,NaN,NaN,NaN,6.61199999,6.61199999,6.58300018,6.59600019,NaN,NaN,1498.8519999999985,1344.137415999998,1237.233606600001,1311.0448033000002
618476400,1589.45,1619.26,1583.9,1608.6,6.7670002,6.7670002,6.76200008,6.76200008,NaN,NaN,NaN,NaN,6.64900017,6.64900017,6.62400007,6.63800001,NaN,NaN,1517.7409999999986,1353.1564159999982,1238.220606600001,1313.2408033
619081200,1589.17,1594.34,1563.99,1575.77,6.796,6.91099977,6.796,6.91099977,NaN,NaN,NaN,NaN,6.66599989,6.7329998,6.66599989,6.7329998,NaN,NaN,1531.5889999999986,1361.5260159999984,1238.952306600001,1314.9481533
619686000,1591.9301,1607.4301,1586.16,1604.38,6.88600016,6.91699982,6.88600016,6.91699982,NaN,NaN,NaN,NaN,6.73999977,6.77600002,6.73999977,6.77600002,NaN,NaN,1549.3729999999985,1369.8814159999986,1240.070106600001,1316.6640533
620290800,1598.83,1610,1585.41,1608.33,6.94000006,7.02299976,6.94000006,7.02299976,NaN,NaN,NaN,NaN,6.78999996,6.82299995,6.78999996,6.82299995,NaN,NaN,1561.0859999999982,1377.3470159999986,1240.722406600001,1318.1992033000001
620895600,1622.91,1658.12,1617.28,1657.61,6.99800014,7.04500008,6.99800014,7.0170002,NaN,NaN,NaN,NaN,6.83599997,6.87200022,6.82999992,6.85699987,NaN,NaN,1579.4749999999983,1385.4476159999986,1242.509506600001,1320.0852533
621500400,1651.33,1651.42,1594.45,1595.27,7.05299997,7.15799999,7.05299997,7.1329999,NaN,NaN,NaN,NaN,6.87900019,6.9289999,6.87900019,6.9289999,NaN,NaN,1587.938999999998,1392.2994139999987,1243.877206600001,1321.8431033000002
622105200,1598.74,1629.98,1596.5601,1628.8,7.20499992,7.20499992,7.06699991,7.07800007,NaN,NaN,NaN,NaN,6.94399977,6.94399977,6.8499999,6.87200022,NaN,NaN,1597.772999999998,1399.4882139999986,1247.2382066000011,1323.5041033000002
622713600,1638.59,1638.8101,1569.87,1574.37,7.09000015,7.31799984,7.09000015,7.31799984,NaN,NaN,NaN,NaN,6.87900019,6.98699999,6.87900019,6.98199987,NaN,NaN,1599.669999999998,1405.1844119999985,1251.2079066000013,1325.1169533000002
623318400,1573.74,1632.24,1571.16,1624.86,7.31799984,7.31799984,7.25699997,7.25699997,NaN,NaN,NaN,NaN,7,7,6.96600008,6.97399998,NaN,NaN,1606.828999999998,1411.8872119999985,1256.7825066000012,1326.9742532999999
623923200,1638.13,1650.1801,1587.58,1589.34,7.1960001,7.49300003,7.18300009,7.49300003,NaN,NaN,NaN,NaN,6.91200018,7.06099987,6.91200018,7.06099987,NaN,NaN,1606.732999999998,1417.3744119999985,1261.9169066000013,1328.4129533000003
624528000,1487.36,1527.13,1385.72,1524.21,7.42000008,7.46899986,7.33099985,7.33099985,NaN,NaN,NaN,NaN,6.84800005,7.02099991,6.84800005,6.96199989,NaN,NaN,1598.2939999999978,1422.1582119999987,1266.8860066000013,1329.3840033000004
625132800,1514.02,1523.48,1459.76,1462.62,7.33099985,7.38000011,7.32800007,7.32800007,NaN,NaN,NaN,NaN,6.97800016,6.99499989,6.94299984,6.94899988,NaN,NaN,1586.978999999998,1426.3670099999986,1270.9862066000012,1329.9256033000004
625737600,1461.62,1479.77,1441.88,1449.9,7.34600019,7.47300005,7.34600019,7.47300005,NaN,NaN,NaN,NaN,7.02799988,7.15500021,7.02799988,7.15500021,NaN,NaN,1571.530999999998,1429.8140099999985,1275.4502066000011,1330.1026033000005
626342400,1445.55,1497,1427.09,1496.6801,7.6079998,7.6079998,7.54199982,7.58199978,NaN,NaN,NaN,NaN,7.2420001,7.2420001,7.17000008,7.19299984,NaN,NaN,1560.3660099999981,1434.2394119999983,1280.2440076000012,1330.3410038000004
626947200,1523.3,1537.78,1496.97,1531.52,7.77199984,7.81500006,7.71799994,7.81500006,NaN,NaN,NaN,NaN,7.36499977,7.39499998,7.31699991,7.39499998,NaN,NaN,1547.757009999998,1439.3542119999984,1285.2602076000012,1330.4756038000007
627552000,1537,1555.48,1511.34,1555.48,7.82999992,7.85699987,7.70800018,7.70800018,NaN,NaN,NaN,NaN,7.39400005,7.39400005,7.17700005,7.17700005,NaN,NaN,1543.7780099999977,1444.4352099999983,1290.317007600001,1331.0040038000006
628156800,1557.96,1612.87,1543.71,1612.4301,7.70800018,7.83199978,7.70800018,7.75500011,NaN,NaN,NaN,NaN,7.204,7.34600019,7.18100023,7.18100023,NaN,NaN,1542.141019999998,1450.7576099999983,1296.441308600001,1332.1306543000007
628761600,1636.96,1680.17,1607.8101,1650.79,7.7420001,7.79500008,7.7420001,7.74300003,NaN,NaN,NaN,NaN,7.16900015,7.1869998,7.15399981,7.15399981,NaN,NaN,1549.7830199999983,1457.204209999998,1302.696408600001,1333.2141043000008
629366400,1657.5601,1658.15,1618.98,1627.4301,7.74300003,7.74300003,7.65100002,7.65100002,NaN,NaN,NaN,NaN,7.14900017,7.14900017,7.11899996,7.11899996,NaN,NaN,1550.0400299999983,1463.195411999998,1309.389209400001,1334.3877548000007
629971200,1627.35,1696.38,1625.6801,1696.38,7.65100002,7.67700005,7.65100002,7.65100002,NaN,NaN,NaN,NaN,7.12200022,7.15199995,7.11399984,7.1420002,NaN,NaN,1560.7440299999985,1469.9234119999983,1316.639109300001,1335.8911548000005
630576000,1731.4301,1805.01,1720.39,1790.37,7.65100002,7.72399998,7.65100002,7.72399998,NaN,NaN,NaN,NaN,7.1420002,7.25199986,7.1420002,7.25199986,NaN,NaN,1587.3600299999985,1478.6658119999981,1325.187109200001,1338.0565048000008
631180800,1776.23,1876.23,1774.7,1820,7.72399998,7.98199987,7.72399998,7.93300009,NaN,NaN,NaN,NaN,7.25199986,7.46099997,7.25199986,7.4369998,NaN,NaN,1623.0980299999985,1488.6030119999982,1333.582509000001,1340.0510048000008
631785600,1846.7,1873.1801,1830.45,1855.66,7.96099997,7.96099997,7.88899994,7.92399979,NaN,NaN,NaN,NaN,7.5,7.5,7.44099998,7.47399998,NaN,NaN,1663.6740299999983,1498.844611999998,1341.809309000001,1341.9633048000005
632390400,1820.11,1845.62,1768.0601,1773.5601,7.93499994,8.03600025,7.93499994,8.03600025,NaN,NaN,NaN,NaN,7.46899986,7.70100021,7.46899986,7.70100021,NaN,NaN,1691.362029999998,1507.7886139999982,1349.0364100000008,1343.5311053000007
632995200,1787.08,1809.62,1751.4,1794.14,8.05500031,8.12100029,8.04500008,8.12100029,NaN,NaN,NaN,NaN,7.69700003,7.72800016,7.6880002,7.6880002,NaN,NaN,1717.624029999998,1516.6070139999981,1356.200911000001,1345.093805300001
633600000,1804.03,1912.45,1803.53,1910.67,8.12100029,8.16899967,8.11100006,8.13199997,NaN,NaN,NaN,NaN,7.64099979,7.69000006,7.61199999,7.69000006,NaN,NaN,1753.1430299999981,1528.5186139999983,1364.5380110000012,1347.0951553000007
634204800,1930.09,1957.74,1882.4,1885.89,8.18799973,8.52900028,8.18799973,8.52900028,NaN,NaN,NaN,NaN,7.76100016,8.30099964,7.76100016,8.30099964,NaN,NaN,1780.489019999998,1540.4756139999984,1372.6505110000012,1348.8011053000007
634809600,1859.73,1894.37,1827.64,1893.66,8.85700035,8.88700008,8.8380003,8.88700008,NaN,NaN,NaN,NaN,8.51799965,8.58600044,8.49300003,8.58600044,NaN,NaN,1804.776019999998,1551.8326119999983,1380.3664120000012,1350.3739053000006
635414400,1886.08,1890.39,1786.42,1789.64,9.06400013,9.09200001,8.9829998,8.9829998,NaN,NaN,NaN,NaN,8.87300014,8.93000031,8.67500019,8.67500019,NaN,NaN,1820.9970099999978,1561.2552119999984,1387.6473120000016,1351.7741053000009
636019200,1766.86,1818.62,1760.09,1818.23,9.0170002,9.0170002,8.95899963,9.00899982,NaN,NaN,NaN,NaN,8.67000008,8.97200012,8.59700012,8.97200012,NaN,NaN,1833.1820099999975,1571.1662099999985,1395.1979120000015,1353.4067553000007
636624000,1821.79,1868.2,1812.51,1858.7,9.0010004,9.06299973,8.94799995,8.94799995,NaN,NaN,NaN,NaN,8.95100021,8.97099972,8.8409996,8.8409996,NaN,NaN,1840.0150099999978,1582.2048099999984,1403.0207120000016,1355.487255300001
637228800,1844.8101,1891.41,1838.8101,1889.6801,9.00399971,9.03199959,8.94999981,8.99199963,NaN,NaN,NaN,NaN,8.89500046,8.89500046,8.66300011,8.6789999,NaN,NaN,1846.9830199999979,1593.545811999998,1411.1871130000013,1358.0851558000008
637833600,1914.8,1955.41,1901.46,1932.12,9.04800034,9.04800034,8.83399963,8.83399963,NaN,NaN,NaN,NaN,8.72000027,8.72000027,8.44400024,8.44400024,NaN,NaN,1854.6290199999978,1605.227811999998,1419.8180130000014,1360.739255800001
638434800,1937.7,1976.4301,1904.13,1968.65,8.82600021,8.93999958,8.79599953,8.79599953,NaN,NaN,NaN,NaN,8.41399956,8.5340004,8.4119997,8.4119997,NaN,NaN,1874.138009999998,1616.920211999998,1428.9599130000015,1363.680005800001
639039600,1951.92,1974.52,1930.12,1947.84,8.7159996,8.81499958,8.7159996,8.81499958,NaN,NaN,NaN,NaN,8.37699986,8.45699978,8.37699986,8.45699978,NaN,NaN,1889.5080099999982,1628.3528119999976,1438.0636130000014,1366.5867058000013
639644400,1929.02,1929.02,1890.16,1918.17,8.91800022,8.9460001,8.88399982,8.88399982,NaN,NaN,NaN,NaN,8.61200047,8.65100002,8.61200047,8.61499977,NaN,NaN,1890.2580099999984,1639.2982119999976,1447.0669130000015,1369.0735558000013
640249200,1919.1801,1924.6801,1873.25,1884.33,8.88399982,8.91399956,8.86499977,8.91399956,NaN,NaN,NaN,NaN,8.61499977,8.68700027,8.61499977,8.68700027,NaN,NaN,1890.1020099999987,1649.3756119999975,1455.8165130000014,1371.5652058000012
640854000,1863.6801,1863.6801,1808.78,1825.52,8.97399998,9.03899956,8.97399998,9.03899956,NaN,NaN,NaN,NaN,8.78800011,8.80500031,8.72700024,8.76200008,NaN,NaN,1883.2880099999988,1658.9292119999977,1463.5160140000014,1373.7863058000014
641458800,1817.3101,1914.12,1809.04,1912.89,9.06099987,9.08300018,8.97599983,8.97599983,NaN,NaN,NaN,NaN,8.77900028,8.81099987,8.62199974,8.62199974,NaN,NaN,1895.6130099999987,1670.1788119999976,1471.6224140000015,1376.5762558000015
642063600,1914.0601,1935.14,1872.16,1875.03,8.93500042,8.93500042,8.8380003,8.8380003,NaN,NaN,NaN,NaN,8.4989996,8.4989996,8.40999985,8.40999985,NaN,NaN,1901.2930099999987,1680.1608099999978,1479.1812140000015,1379.2564058000016
642668400,1866.83,1871.71,1824.61,1843.59,8.9090004,8.97799969,8.9090004,8.96500015,NaN,NaN,NaN,NaN,8.51900005,8.64500046,8.51900005,8.64500046,NaN,NaN,1899.7820099999985,1688.6384099999975,1486.4286140000013,1382.0218558000017
643273200,1831.26,1838.9,1785.76,1823.17,9.02000046,9.02000046,8.97900009,8.98799992,NaN,NaN,NaN,NaN,8.78600025,8.78600025,8.70499992,8.70499992,NaN,NaN,1893.1309999999987,1696.3560099999977,1493.2253140000016,1384.6072058000018
643878000,1817.14,1857.26,1813.38,1856.95,8.99400043,8.99400043,8.95899963,8.95899963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1885.613999999999,1704.9642099999976,1500.1596140000017,1387.4789558000018
644482800,1865.9301,1881.73,1820.2,1822.23,8.95899963,8.96399975,8.92700005,8.96399975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1870.9719999999986,1711.5848099999976,1506.406714000002,1389.6301058000017
645087600,1804.02,1820.65,1777.66,1792.26,8.99699974,8.99699974,8.98499966,8.98499966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1855.4139999999984,1717.9556099999975,1512.418014000002,1391.4619058000017
645692400,1789.03,1879.09,1786.95,1872.92,8.98400021,8.98400021,8.93500042,8.93500042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1850.8889999999985,1725.2014099999974,1519.6095140000023,1393.4810058000016
646297200,1874.01,1914.77,1867.8101,1879.9,8.95400047,8.95400047,8.83899975,8.83899975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1850.4459999999985,1732.1902099999973,1526.591314000002,1395.393005800002
646902000,1886.61,1932.84,1886.61,1932.8,8.82299995,8.83500004,8.78999996,8.83500004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1861.1739999999984,1739.7382099999973,1533.945514000002,1397.5690058000018
